SUID	shared name	id	type	entrezgene_id	ENSG_ID	hgnc_symbol	TiO2_24hrs_10_Caco2.logFC	TiO2_24hrs_10_Caco2.P.Value	TiO2_24hrs_100_Caco2.logFC	TiO2_24hrs_100_Caco2.P.Value	TiO2_24hrs_10_SAE.logFC	TiO2_24hrs_10_SAE.P.Value	TiO2_24hrs_100_SAE.logFC	TiO2_24hrs_100_SAE.P.Value	TiO2_24hrs_10_THP1.logFC	TiO2_24hrs_10_THP1.P.Value	TiO2_24hrs_100_THP1.logFC	TiO2_24hrs_100_THP1.P.Value	name	selected
118	REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING	REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING	Pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING	FALSE
2167	6850	6850	Gene	6850	ENSG00000165025	SYK	-0.09952903	0.07925341	-0.1277128	0.03179075	0.05777687	0.3864172	0.02030923	0.7564762	-0.2996185	0.0006221023	-0.5248604	8.916061e-06	6850	FALSE
119	REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION	REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION	Pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION	FALSE
120	REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION	REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION	Pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION	FALSE
2168	6786	6786	Gene	6786	ENSG00000167323	STIM1	0.01655295	0.8712945	0.1878314	0.09115911	-0.07725355	0.2663713	-0.1922908	0.01577933	-0.09059824	0.2643485	-0.2315436	0.01406655	6786	FALSE
121	REACTOME_FCERI_MEDIATED_CAPLUS2_MOBILIZATION	REACTOME_FCERI_MEDIATED_CAPLUS2_MOBILIZATION	Pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	REACTOME_FCERI_MEDIATED_CAPLUS2_MOBILIZATION	FALSE
2169	10768	10768	Gene	10768	ENSG00000168710	AHCYL1	0.08662185	0.08794495	0.04166492	0.3812776	0.07388555	0.3233558	0.09331909	0.219269	-0.0002617774	0.9964858	0.1608085	0.0214945	10768	FALSE
122	REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION	REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION	Pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION	FALSE
2170	10892	10892	Gene	10892	ENSG00000172175	MALT1	0	1	0.03938765	0.3061876	-0.2068192	0.05272011	-0.2294871	0.03520311	0.1416554	0.3093886	1.142198	1.201813e-05	10892	FALSE
123	REACTOME_DEFECTS_IN_VITAMIN_AND_COFACTOR_METABOLISM	REACTOME_DEFECTS_IN_VITAMIN_AND_COFACTOR_METABOLISM	Pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	REACTOME_DEFECTS_IN_VITAMIN_AND_COFACTOR_METABOLISM	FALSE
124	REACTOME_PD_1_SIGNALING	REACTOME_PD_1_SIGNALING	Pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	REACTOME_PD_1_SIGNALING	FALSE
125	REACTOME_SYNTHESIS_OF_GDP_MANNOSE	REACTOME_SYNTHESIS_OF_GDP_MANNOSE	Pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	REACTOME_SYNTHESIS_OF_GDP_MANNOSE	FALSE
2173	4067	4067	Gene	4067	ENSG00000254087	LYN	0.054555	0.1833955	-0.101574	0.02509176	0.0136342	0.8486043	0.2080508	0.0144624	-0.160197	0.4057227	-0.1072728	0.5734561	4067	FALSE
126	REACTOME_ACTIVATION_OF_THE_AP_1_FAMILY_OF_TRANSCRIPTION_FACTORS	REACTOME_ACTIVATION_OF_THE_AP_1_FAMILY_OF_TRANSCRIPTION_FACTORS	Pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	REACTOME_ACTIVATION_OF_THE_AP_1_FAMILY_OF_TRANSCRIPTION_FACTORS	FALSE
127	REACTOME_KSRP_KHSRP_BINDS_AND_DESTABILIZES_MRNA	REACTOME_KSRP_KHSRP_BINDS_AND_DESTABILIZES_MRNA	Pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	REACTOME_KSRP_KHSRP_BINDS_AND_DESTABILIZES_MRNA	FALSE
2175	3675	3675	Gene	3675	ENSG00000005884	ITGA3	0.07813516	0.4154688	0.2255896	0.03592897	0.06629286	0.5534094	0.02871556	0.7958114	-0.2259965	0.1525831	-0.6543937	0.001461888	3675	FALSE
128	REACTOME_REGULATION_OF_FZD_BY_UBIQUITINATION	REACTOME_REGULATION_OF_FZD_BY_UBIQUITINATION	Pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	REACTOME_REGULATION_OF_FZD_BY_UBIQUITINATION	FALSE
129	REACTOME_SUMOYLATION_OF_IMMUNE_RESPONSE_PROTEINS	REACTOME_SUMOYLATION_OF_IMMUNE_RESPONSE_PROTEINS	Pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	REACTOME_SUMOYLATION_OF_IMMUNE_RESPONSE_PROTEINS	FALSE
130	REACTOME_CD22_MEDIATED_BCR_REGULATION	REACTOME_CD22_MEDIATED_BCR_REGULATION	Pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	REACTOME_CD22_MEDIATED_BCR_REGULATION	FALSE
2179	960	960	Gene	960	ENSG00000026508	CD44	0.171345	0.08189516	0.1974646	0.05046758	-0.02197875	0.7783098	0.1987263	0.02696629	0.2712553	0.0152462	1.249213	2.554537e-07	960	FALSE
131	REACTOME_TRNA_PROCESSING_IN_THE_NUCLEUS	REACTOME_TRNA_PROCESSING_IN_THE_NUCLEUS	Pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	REACTOME_TRNA_PROCESSING_IN_THE_NUCLEUS	FALSE
132	REACTOME_COMPLEX_I_BIOGENESIS	REACTOME_COMPLEX_I_BIOGENESIS	Pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	REACTOME_COMPLEX_I_BIOGENESIS	FALSE
133	REACTOME_KERATINIZATION	REACTOME_KERATINIZATION	Pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	REACTOME_KERATINIZATION	FALSE
134	REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE	REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE	Pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE	FALSE
135	REACTOME_MITOTIC_SPINDLE_CHECKPOINT	REACTOME_MITOTIC_SPINDLE_CHECKPOINT	Pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	REACTOME_MITOTIC_SPINDLE_CHECKPOINT	FALSE
136	REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION_TERMINATION	REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION_TERMINATION	Pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION_TERMINATION	FALSE
137	REACTOME_WAX_AND_PLASMALOGEN_BIOSYNTHESIS	REACTOME_WAX_AND_PLASMALOGEN_BIOSYNTHESIS	Pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	REACTOME_WAX_AND_PLASMALOGEN_BIOSYNTHESIS	FALSE
138	REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS	REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS	Pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS	FALSE
139	mRNA Processing%WikiPathways_20190910%WP411%Homo sapiens	mRNA Processing%WikiPathways_20190910%WP411%Homo sapiens	Pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mRNA Processing%WikiPathways_20190910%WP411%Homo sapiens	FALSE
140	Electron Transport Chain (OXPHOS system in mitochondria)%WikiPathways_20190910%WP111%Homo sapiens	Electron Transport Chain (OXPHOS system in mitochondria)%WikiPathways_20190910%WP111%Homo sapiens	Pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Electron Transport Chain (OXPHOS system in mitochondria)%WikiPathways_20190910%WP111%Homo sapiens	FALSE
2189	2006	2006	Gene	2006	ENSG00000049540	ELN	-0.06247951	0.3012112	-0.02203979	0.7078077	0.1991203	0.03203754	0.1848421	0.04327116	-0.02220165	0.7966034	0.03485327	0.6865977	2006	FALSE
141	Oxidative phosphorylation%WikiPathways_20190910%WP623%Homo sapiens	Oxidative phosphorylation%WikiPathways_20190910%WP623%Homo sapiens	Pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Oxidative phosphorylation%WikiPathways_20190910%WP623%Homo sapiens	FALSE
142	RAC1/PAK1/p38/MMP2 Pathway%WikiPathways_20190910%WP3303%Homo sapiens	RAC1/PAK1/p38/MMP2 Pathway%WikiPathways_20190910%WP3303%Homo sapiens	Pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	RAC1/PAK1/p38/MMP2 Pathway%WikiPathways_20190910%WP3303%Homo sapiens	FALSE
2190	10319	10319	Gene	10319	ENSG00000050555	LAMC3	0.07072276	0.3269603	0.02822719	0.6887346	0.1696434	0.04817637	0.08141862	0.3028965	0.05685878	0.3437684	0.1026985	0.1047251	10319	FALSE
143	Metabolism of Spingolipids in ER and Golgi apparatus%WikiPathways_20190910%WP4142%Homo sapiens	Metabolism of Spingolipids in ER and Golgi apparatus%WikiPathways_20190910%WP4142%Homo sapiens	Pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Metabolism of Spingolipids in ER and Golgi apparatus%WikiPathways_20190910%WP4142%Homo sapiens	FALSE
144	Urea cycle and metabolism of amino groups%WikiPathways_20190910%WP497%Homo sapiens	Urea cycle and metabolism of amino groups%WikiPathways_20190910%WP497%Homo sapiens	Pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Urea cycle and metabolism of amino groups%WikiPathways_20190910%WP497%Homo sapiens	FALSE
2193	3918	3918	Gene	3918	ENSG00000058085	LAMC2	-0.008693885	0.8583396	0.1283907	0.02393407	-0.03365916	0.6287422	-0.04200394	0.5477019	0.05262682	0.5626347	0.008625625	0.923677	3918	FALSE
145	Sphingolipid pathway%WikiPathways_20190910%WP1422%Homo sapiens	Sphingolipid pathway%WikiPathways_20190910%WP1422%Homo sapiens	Pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sphingolipid pathway%WikiPathways_20190910%WP1422%Homo sapiens	FALSE
2194	1301	1301	Gene	1301	ENSG00000060718	COL11A1	-0.1358417	0.10133	-0.1757465	0.04255833	0.02057455	0.6949229	0.07549047	0.1706441	-0.0208608	0.7348042	-0.01319359	0.8300223	1301	FALSE
146	ncRNAs involved in Wnt signaling in hepatocellular carcinoma%WikiPathways_20190910%WP4336%Homo sapiens	ncRNAs involved in Wnt signaling in hepatocellular carcinoma%WikiPathways_20190910%WP4336%Homo sapiens	Pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ncRNAs involved in Wnt signaling in hepatocellular carcinoma%WikiPathways_20190910%WP4336%Homo sapiens	FALSE
2195	87	87	Gene	87	ENSG00000072110	ACTN1	0.01504822	0.7486874	-0.01833924	0.6966308	0.05411751	0.5516211	0.1056893	0.2574334	-0.2822497	0.05415085	-0.5885017	0.001282087	87	FALSE
147	Toll-like Receptor Signaling%WikiPathways_20190910%WP3858%Homo sapiens	Toll-like Receptor Signaling%WikiPathways_20190910%WP3858%Homo sapiens	Pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Toll-like Receptor Signaling%WikiPathways_20190910%WP3858%Homo sapiens	FALSE
148	Novel intracellular components of RIG-I-like receptor (RLR) pathway%WikiPathways_20190910%WP3865%Homo sapiens	Novel intracellular components of RIG-I-like receptor (RLR) pathway%WikiPathways_20190910%WP3865%Homo sapiens	Pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Novel intracellular components of RIG-I-like receptor (RLR) pathway%WikiPathways_20190910%WP3865%Homo sapiens	FALSE
149	MAPK Signaling Pathway%WikiPathways_20190910%WP382%Homo sapiens	MAPK Signaling Pathway%WikiPathways_20190910%WP382%Homo sapiens	Pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MAPK Signaling Pathway%WikiPathways_20190910%WP382%Homo sapiens	FALSE
150	Wnt Signaling%WikiPathways_20190910%WP428%Homo sapiens	Wnt Signaling%WikiPathways_20190910%WP428%Homo sapiens	Pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Wnt Signaling%WikiPathways_20190910%WP428%Homo sapiens	FALSE
2198	2192	2192	Gene	2192	ENSG00000077942	FBLN1	0.07701997	0.05891952	0.06220689	0.1147743	-0.07095406	0.2198645	-0.177259	0.008979453	-8.658915e-05	0.9988461	0.002179573	0.9709631	2192	FALSE
2199	8516	8516	Gene	8516	ENSG00000077943	ITGA8	-0.06484884	0.232793	-0.1277901	0.03274625	0.1195246	0.2893149	0.2762685	0.02805284	-0.01846689	0.7651535	0.01525893	0.8048826	8516	FALSE
151	LncRNA involvement in canonical Wnt signaling and colorectal cancer%WikiPathways_20190910%WP4258%Homo sapiens	LncRNA involvement in canonical Wnt signaling and colorectal cancer%WikiPathways_20190910%WP4258%Homo sapiens	Pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LncRNA involvement in canonical Wnt signaling and colorectal cancer%WikiPathways_20190910%WP4258%Homo sapiens	FALSE
152	Breast cancer pathway%WikiPathways_20190910%WP4262%Homo sapiens	Breast cancer pathway%WikiPathways_20190910%WP4262%Homo sapiens	Pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Breast cancer pathway%WikiPathways_20190910%WP4262%Homo sapiens	FALSE
2200	634	634	Gene	634	ENSG00000079385	CEACAM1	0.06299196	0.5011535	0.4015005	0.001568895	0.01411495	0.764809	0.02558048	0.5897903	0.03825645	0.5987402	0.03434321	0.6361231	634	FALSE
153	Mitochondrial complex I assembly model OXPHOS system%WikiPathways_20190910%WP4324%Homo sapiens	Mitochondrial complex I assembly model OXPHOS system%WikiPathways_20190910%WP4324%Homo sapiens	Pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mitochondrial complex I assembly model OXPHOS system%WikiPathways_20190910%WP4324%Homo sapiens	FALSE
154	Nonalcoholic fatty liver disease%WikiPathways_20190910%WP4396%Homo sapiens	Nonalcoholic fatty liver disease%WikiPathways_20190910%WP4396%Homo sapiens	Pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nonalcoholic fatty liver disease%WikiPathways_20190910%WP4396%Homo sapiens	FALSE
2203	1310	1310	Gene	1310	ENSG00000082293	COL19A1	-0.1789636	0.01037374	-0.0576483	0.3255347	-0.06672207	0.4386124	0.1059382	0.2298735	0.1101732	0.365528	0.06879546	0.5664352	1310	FALSE
155	Biomarkers for urea cycle disorders%WikiPathways_20190910%WP4583%Homo sapiens	Biomarkers for urea cycle disorders%WikiPathways_20190910%WP4583%Homo sapiens	Pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Biomarkers for urea cycle disorders%WikiPathways_20190910%WP4583%Homo sapiens	FALSE
2204	3693	3693	Gene	3693	ENSG00000082781	ITGB5	-0.03839465	0.3965079	0.01904835	0.6691407	-0.08735446	0.2431143	0.3046071	0.00170395	-0.1057859	0.3514068	-0.5633179	0.0005533727	3693	FALSE
2205	5351	5351	Gene	5351	ENSG00000083444	PLOD1	0.07216481	0.408888	0.2380714	0.01888423	0.05340268	0.5876194	0.05382923	0.5846884	-0.07570075	0.7414319	-0.5021652	0.05058381	5351	FALSE
158	4697	4697	Gene	4697	ENSG00000189043	NDUFA4	-0.04186825	0.518601	0.0339835	0.5988228	0.1525522	0.06121012	0.1799633	0.03245781	-0.02694707	0.681253	-0.1911805	0.01481947	4697	FALSE
2207	1307	1307	Gene	1307	ENSG00000084636	COL16A1	-0.1461274	0.3369465	-0.1475807	0.3324132	-0.08346616	0.3609035	0.2050885	0.04156655	0.2236723	0.08277049	0.1298293	0.2863608	1307	FALSE
159	27068	27068	Gene	27068	ENSG00000138777	PPA2	0.01611715	0.7419513	0.08083882	0.1227566	-0.01360992	0.8009508	-0.08582836	0.1350314	0.02417623	0.7600854	-0.1741378	0.04976398	27068	FALSE
2208	4680	4680	Gene	4680	ENSG00000086548	CEACAM6	0.0316209	0.5277408	0.2471606	0.0006198428	0.01692819	0.7287845	0.001615244	0.9735185	0.08740529	0.1669034	0.08246541	0.1896389	4680	FALSE
2209	9509	9509	Gene	9509	ENSG00000087116	ADAMTS2	-0.1406891	0.04177199	-0.1125437	0.09022924	0.07138841	0.2621081	0.07233598	0.256253	-0.0193072	0.8070439	-0.0236899	0.7646198	9509	FALSE
161	374291	374291	Gene	374291	ENSG00000115286	NDUFS7	-0.03578738	0.6486181	0.1054925	0.1981637	-0.2605362	0.03891192	-0.2399045	0.05334992	-0.07186629	0.6243432	-0.2760802	0.08348003	374291	FALSE
2210	4313	4313	Gene	4313	ENSG00000087245	MMP2	-0.05818283	0.4399419	-0.1461054	0.07310131	0.1058829	0.2705659	0.2548311	0.01938288	-0.3081984	0.04888808	-0.5805138	0.002053346	4313	FALSE
2211	22795	22795	Gene	22795	ENSG00000087303	NID2	-0.05137789	0.6872074	-0.01810467	0.8867052	-0.08117774	0.3428473	-0.193738	0.03992498	0.03024528	0.7311406	0.1320565	0.1562854	22795	FALSE
2213	55214	55214	Gene	55214	ENSG00000090530	P3H2	0.1353235	0.0348379	-0.006798706	0.9034509	-0.2665276	0.005786402	-0.1621888	0.05753356	0.18643	0.7874874	0.3885857	0.5768759	55214	FALSE
2214	3912	3912	Gene	3912	ENSG00000091136	LAMB1	0.1858298	0.009830852	0.2146566	0.004444531	0.06857608	0.2740705	0.1044837	0.1091936	0.0240485	0.7801904	0.1643957	0.081101	3912	FALSE
169	537	537	Gene	537	ENSG00000071553	ATP6AP1	0.0358052	0.6162095	0.05950686	0.4106947	-0.06547724	0.671541	-0.2882128	0.08491588	-0.1568196	0.02506285	0.07360377	0.2390603	537	FALSE
2218	1299	1299	Gene	1299	ENSG00000092758	COL9A3	0.1270835	0.1530443	0.0335989	0.6895174	-0.09626449	0.2772751	-0.3809117	0.001228767	-0.1632569	0.1357041	-0.04692005	0.6486955	1299	FALSE
172	1329	1329	Gene	1329	ENSG00000135940	COX5B	-0.02192395	0.7250897	0.03587554	0.5672988	-0.05746293	0.282192	-0.06254607	0.2444524	-0.08305093	0.5386543	-0.311914	0.04004502	1329	FALSE
173	1327	1327	Gene	1327	ENSG00000131143	COX4I1	-0.01783776	0.631569	-0.04097379	0.2837238	-0.1515246	0.01898867	-0.1502888	0.01973181	-0.09940697	0.3157028	-0.06546732	0.5017257	1327	FALSE
2221	1511	1511	Gene	1511	ENSG00000100448	CTSG	0.01993355	0.6618796	0.03466412	0.4519426	0.2852924	0.01076541	0.1895385	0.06305824	-0.116132	0.8463765	0.2131335	0.722851	1511	FALSE
2222	4318	4318	Gene	4318	ENSG00000100985	MMP9	-0.06906681	0.5768406	-0.07413368	0.5497546	0.3058937	0.005898935	0.377607	0.001625889	0.042795	0.7192729	0.1802188	0.1529062	4318	FALSE
2226	7076	7076	Gene	7076	ENSG00000102265	TIMP1	0.02622995	0.8667147	0.08959346	0.5697999	-0.01138116	0.9285684	0.2658179	0.05882921	-0.1652353	0.1564839	-0.2881841	0.02463305	7076	FALSE
179	4695	4695	Gene	4695	ENSG00000131495	NDUFA2	-0.04336689	0.4172112	-0.03599446	0.4982052	0.03051234	0.671113	-0.003391062	0.962173	-0.06664017	0.4252168	-0.2282197	0.01889874	4695	FALSE
182	27089	27089	Gene	27089	ENSG00000164405	UQCRQ	-0.009586786	0.8398609	0.03204143	0.5045024	-0.0267226	0.7172428	-0.07444294	0.3245042	-0.122022	0.1713326	-0.3253545	0.003330055	27089	FALSE
183	51606	51606	Gene	51606	ENSG00000047249	ATP6V1H	-0.02101622	0.7085754	-0.09074864	0.1300946	-0.1933495	0.08875788	-0.2174988	0.06023789	-0.01057565	0.9395682	0.6315279	0.00121964	51606	FALSE
2232	5118	5118	Gene	5118	ENSG00000106333	PCOLCE	-0.02297858	0.7105778	0.09840359	0.1353973	-0.06465736	0.3673294	-0.1597502	0.04297289	-0.1035178	0.1801381	-0.04305061	0.5603874	5118	FALSE
2233	8985	8985	Gene	8985	ENSG00000106397	PLOD3	0.05587835	0.3869456	0.2106413	0.007557431	-0.1530755	0.2295668	-0.04398912	0.7200661	-0.02626733	0.7702153	-0.2249892	0.02993473	8985	FALSE
193	514	514	Gene	514	ENSG00000124172	ATP5F1E	0.02284709	0.6459372	0.08344589	0.1166715	0.1084635	0.1747372	0.2276017	0.01252711	0.07734026	0.434618	0.06454133	0.5121352	514	FALSE
2241	4015	4015	Gene	4015	ENSG00000113083	LOX	0.04459127	0.6450655	0.2645576	0.01984641	-0.1320328	0.03225339	0.06783408	0.2277131	0.02560663	0.6962333	-0.008427554	0.8973545	4015	FALSE
197	496	496	Gene	496	ENSG00000186009	ATP4B	0.03288037	0.584122	0.1846908	0.01105111	0.05212472	0.5656773	0.1302231	0.1697776	0.03313707	0.7113081	0.1360957	0.1512906	496	FALSE
2249	4811	4811	Gene	4811	ENSG00000116962	NID1	0.05244145	0.5006791	0.1873849	0.03351687	-0.05003762	0.5276661	0.1368707	0.1050963	0.2596549	0.04172553	0.1480499	0.2087918	4811	FALSE
2250	4237	4237	Gene	4237	ENSG00000117122	MFAP2	-0.1651154	0.1580699	-0.192033	0.107005	0.210095	0.009801103	0.2425379	0.004389427	0.1412265	0.2497208	0.1668711	0.1800001	4237	FALSE
202	521	521	Gene	521	ENSG00000169020	ATP5ME	-0.0275896	0.6424348	0.02408426	0.6848091	0.03793223	0.5549086	0.0771224	0.243429	-0.003927347	0.957863	-0.2005277	0.02177068	521	FALSE
2251	64175	64175	Gene	64175	ENSG00000117385	P3H1	0.4006194	0.008092909	0.2675707	0.05019688	-0.0359434	0.7589553	-0.02031115	0.862094	-0.1429475	0.3708319	-0.4329878	0.01911855	64175	FALSE
204	523	523	Gene	523	ENSG00000114573	ATP6V1A	-0.2051367	0.04043772	-0.4815209	0.0003297771	0.1768308	0.2573906	0.1901485	0.2257222	-0.1559004	0.25226	0.1643974	0.229216	523	FALSE
205	529	529	Gene	529	ENSG00000131100	ATP6V1E1	-0.1148879	0.03731814	-0.01562869	0.7474052	-0.03644009	0.6956825	-0.1897394	0.0638917	-0.05403532	0.6314782	0.09928708	0.3855137	529	FALSE
2254	6696	6696	Gene	6696	ENSG00000118785	SPP1	-0.07117206	0.4530646	0.05807967	0.5381505	0.02520935	0.6652325	0.04305761	0.4642601	-0.04953143	0.5814334	-0.2877263	0.00900861	6696	FALSE
2255	4053	4053	Gene	4053	ENSG00000119681	LTBP2	0.1158877	0.3404414	0.1244783	0.3077423	0.05500889	0.5057018	0.1261842	0.145575	-0.1584059	0.4360129	-0.8726779	0.001538072	4053	FALSE
207	526	526	Gene	526	ENSG00000147416	ATP6V1B2	0.02822346	0.5698642	-0.03941356	0.431469	-0.4750753	0.004380645	-0.301149	0.04122366	0.02100749	0.7888205	0.3984695	0.0005535455	526	FALSE
209	528	528	Gene	528	ENSG00000155097	ATP6V1C1	0.07478954	0.179958	0.1449566	0.02014123	0.07504585	0.1688298	0.04441156	0.399612	0.1764075	0.06949271	0.7562344	1.046586e-05	528	FALSE
2260	8785	8785	Gene	8785	ENSG00000124159	MATN4	-0.3731744	0.002021334	-0.07693074	0.3992594	0.01392205	0.878546	0.0685364	0.458544	-0.06041408	0.682585	-0.1145675	0.4437088	8785	FALSE
213	1350	1350	Gene	1350	ENSG00000127184	COX7C	-0.1104608	0.06944003	-0.0971546	0.1033673	0.09871286	0.09593272	0.007338977	0.893455	-0.1575678	0.2595751	-0.4056774	0.01286114	1350	FALSE
2261	1088	1088	Gene	1088	ENSG00000124469	CEACAM8	0.1390478	0.06560155	0.1592892	0.03987527	-0.08119316	0.3012301	0.006946676	0.9273859	0.0234514	0.8319375	0.07340644	0.5113404	1088	FALSE
2264	650	650	Gene	650	ENSG00000125845	BMP2	-0.1023779	0.2625037	-0.2869253	0.008540448	-0.0416991	0.4325673	-0.01591985	0.7610792	-0.1299467	0.3812884	-0.6014093	0.002146072	650	FALSE
218	1349	1349	Gene	1349	ENSG00000131174	COX7B	0.01695429	0.6825439	0.07888673	0.08089921	0.1083912	0.2111341	0.02250395	0.7865322	0.09823389	0.1317645	0.2785953	0.001138698	1349	FALSE
2267	826	826	Gene	826	ENSG00000126247	CAPNS1	0.06383394	0.2493059	0.1347745	0.02875072	0.1141193	0.5544745	-0.08000407	0.6771001	-0.1067732	0.3313251	-0.255663	0.03639031	826	FALSE
2268	3791	3791	Gene	3791	ENSG00000128052	KDR	-0.2794131	0.06093791	-0.2683302	0.06993662	0.3208716	0.0004876879	-0.1051144	0.1204275	0.1477445	0.1864003	0.1442804	0.1959426	3791	FALSE
2270	1463	1463	Gene	1463	ENSG00000130287	NCAN	-0.1996053	0.008721087	-0.05208004	0.4065585	-0.0007625442	0.9879227	-0.01399199	0.7816568	-0.08411245	0.2874738	0.01473287	0.8473829	1463	FALSE
224	1340	1340	Gene	1340	ENSG00000126267	COX6B1	-0.04774675	0.3754703	-0.1188461	0.04546138	-0.08662265	0.2665347	-0.06767939	0.3791027	-0.1336874	0.1885996	-0.2382611	0.03207394	1340	FALSE
226	9296	9296	Gene	9296	ENSG00000128524	ATP6V1F	-0.1388023	0.06102236	-0.1454843	0.0515926	-0.1784099	0.07046554	0.1016318	0.2737599	0.2080203	0.03279338	0.4624197	0.0003408822	9296	FALSE
2274	3911	3911	Gene	3911	ENSG00000130702	LAMA5	0.1741632	0.07257157	0.07352102	0.4129569	0.04133734	0.7222925	-0.09110301	0.4395521	0.1517943	0.3432741	0.436166	0.01846406	3911	FALSE
